@relation readingType

@attribute data0 numeric
@attribute data1 numeric
@attribute data2 numeric
@attribute data3 numeric
@attribute data4 numeric
@attribute data5 numeric
@attribute data6 numeric
@attribute data7 numeric
@attribute data8 numeric
@attribute data9 numeric
@attribute data10 numeric
@attribute data11 numeric
@attribute data12 numeric
@attribute data13 numeric
@attribute data14 numeric
@attribute data15 numeric
@attribute data16 numeric
@attribute data17 numeric
@attribute data18 numeric
@attribute data19 numeric
@attribute data20 numeric
@attribute data21 numeric
@attribute data22 numeric
@attribute data23 numeric
@attribute data24 numeric
@attribute data25 numeric
@attribute data26 numeric
@attribute data27 numeric
@attribute data28 numeric
@attribute data29 numeric
@attribute data30 numeric
@attribute data31 numeric
@attribute data32 numeric
@attribute data33 numeric
@attribute data34 numeric
@attribute data35 numeric
@attribute data36 numeric
@attribute data37 numeric
@attribute data38 numeric
@attribute data39 numeric
@attribute data40 numeric
@attribute data41 numeric
@attribute data42 numeric
@attribute data43 numeric
@attribute data44 numeric
@attribute data45 numeric
@attribute data46 numeric
@attribute data47 numeric
@attribute data48 numeric
@attribute data49 numeric
@attribute data50 numeric
@attribute data51 numeric
@attribute data52 numeric
@attribute data53 numeric
@attribute data54 numeric
@attribute data55 numeric
@attribute data56 numeric
@attribute data57 numeric
@attribute data58 numeric
@attribute data59 numeric
@attribute data60 numeric
@attribute data61 numeric
@attribute data62 numeric
@attribute data63 numeric
@attribute data64 numeric
@attribute data65 numeric
@attribute data66 numeric
@attribute data67 numeric
@attribute data68 numeric
@attribute data69 numeric
@attribute data70 numeric
@attribute data71 numeric
@attribute data72 numeric
@attribute data73 numeric
@attribute data74 numeric
@attribute data75 numeric
@attribute data76 numeric
@attribute data77 numeric
@attribute data78 numeric
@attribute data79 numeric
@attribute data80 numeric
@attribute state {1,2}

@data
1.743933,2.089852,2.031596,2.085107,1.857394,1.985398,1.939593,1.870620,1.630253,1.984083,2.295391,2.647788,2.495668,1.937730,2.183001,2.126033,1.890442,1.491150,1.919202,2.175603,2.589552,2.418185,1.677155,2.194303,2.090520,1.925596,1.447091,1.568735,1.975531,2.381484,2.229171,1.701742,1.768864,1.785632,1.583224,1.308797,1.797862,1.950379,2.144117,2.073660,1.512612,1.942250,1.864923,1.862238,1.362104,1.802913,2.113586,2.520401,2.359211,2.011838,2.020167,2.027795,1.681711,1.520981,2.162085,2.352623,2.364821,2.376946,1.927327,2.085710,2.060824,1.905050,1.508904,1.881468,2.067153,2.026949,2.081570,1.729934,1.730760,1.754872,1.508420,1.384663,1.603783,1.884115,1.714582,1.842968,1.564711,1.828618,1.746146,1.872114,1.562868,2
2.179273,2.409209,2.237149,2.350410,1.953470,2.123583,2.074019,2.098714,1.680103,2.468434,2.648754,2.630589,2.628888,2.015556,1.469179,1.834819,1.518342,1.496436,2.414967,2.554856,2.579478,2.551146,1.905788,1.656168,1.806377,1.429781,1.498088,2.660924,2.891906,2.682024,2.795942,2.036957,1.519529,1.841639,1.395400,1.392387,2.290725,2.493323,2.341510,2.429338,1.809851,1.400928,1.658091,1.475589,1.359741,2.903103,3.195257,2.952399,3.073364,2.370900,1.949688,2.179395,1.709473,1.663857,2.908857,3.017665,2.596903,2.869461,2.072742,1.441648,1.861248,1.455891,1.435039,2.300770,2.504664,2.247059,2.421251,1.505803,1.695732,1.629427,1.703736,1.559574,2.003552,2.220232,2.088875,2.198169,1.874293,1.918447,1.936673,2.015146,1.640428,2
2.165790,2.382544,2.014712,2.218655,2.097456,2.045066,2.036159,2.041873,1.718897,2.085700,2.587667,2.568274,2.533323,1.893397,1.977867,1.945017,2.038649,1.591633,1.948935,2.195774,2.024089,2.097348,1.904370,1.914176,1.912686,2.056319,1.655456,2.549817,2.858920,2.622235,2.732217,2.082155,1.863730,1.954829,1.922244,1.579422,2.143125,2.374845,2.071171,2.240281,1.805059,1.775352,1.790600,1.800711,1.462279,2.806467,3.191037,2.980373,3.064583,2.379103,2.273664,2.311584,2.244935,1.888126,2.759785,2.944233,2.465831,2.770876,1.949896,1.835298,1.918483,1.893510,1.643865,2.264704,2.492161,2.128676,2.332887,1.969729,1.980407,1.946409,1.866490,1.646784,1.864056,2.082314,1.754635,1.937677,1.763100,1.873876,1.817609,1.942452,1.666116,2
1.881412,2.260270,2.245687,2.211875,2.192609,2.068713,2.086554,1.800200,1.561639,2.384318,2.596623,2.292746,2.456120,1.857581,2.010791,1.916243,1.832677,1.462762,2.174501,2.219476,1.930238,2.099878,1.905555,2.040604,1.976268,1.995030,1.638104,2.141222,2.407207,2.176501,2.267049,1.894291,1.880122,1.850126,1.821116,1.517956,2.542469,2.455731,1.804540,2.308309,1.485081,1.851178,1.744840,1.805262,1.365051,2.105007,2.518644,2.385695,2.411898,1.977803,1.938528,1.928172,1.750661,1.573949,2.528209,2.561493,2.057564,2.428066,1.726739,1.939116,1.885457,1.941539,1.690407,1.853521,2.347620,2.249682,2.235406,1.946620,1.997430,1.929653,1.668754,1.464606,2.402921,2.398036,2.129441,2.305251,1.619123,1.789737,1.743951,1.757480,1.456179,2
1.613360,2.063321,2.003477,2.043979,1.960571,1.990442,1.996863,2.119679,1.755185,2.247732,2.543565,2.484174,2.502686,2.234233,1.944789,2.142520,1.959173,1.450390,2.037018,2.441266,2.300753,2.334913,2.120344,1.811560,2.010657,1.773753,1.446984,1.987386,2.177481,2.193080,2.214200,2.058061,1.674748,1.920553,1.727035,1.374965,2.488356,2.545025,2.117480,2.402204,1.667997,1.668029,1.702452,1.712651,1.304725,2.032497,2.341700,2.470455,2.423687,2.323887,2.037338,2.222253,1.974012,1.516116,2.298750,2.555919,2.462962,2.504855,2.160784,2.003913,2.115074,1.994261,1.715478,1.480577,1.853626,1.911191,1.891068,1.971190,1.745539,1.880400,1.679035,1.421385,2.319235,2.411032,2.040695,2.300726,1.542976,1.808580,1.743467,1.962759,1.575166,2
1.765433,2.293313,2.521965,2.429115,2.194442,2.094717,2.135210,2.186078,1.720460,2.074003,2.315231,2.352514,2.311625,1.890481,1.647769,1.788763,1.728756,1.409654,2.361190,2.461797,2.715279,2.650702,2.320559,1.731033,2.079854,1.680602,1.457827,2.215462,2.254595,2.477000,2.430615,2.176516,1.484906,1.918697,1.535047,1.332571,2.292396,2.366648,2.083895,2.292061,1.764776,1.442178,1.590592,1.489467,1.304259,2.034835,2.161992,2.185753,2.186404,2.188031,1.637105,1.966321,1.750224,1.527631,2.187253,2.319899,1.892936,2.178483,1.764414,1.725886,1.706152,1.812818,1.798842,1.989499,2.205164,2.454086,2.374189,2.205169,1.722839,2.025014,1.821512,1.457866,2.147471,2.174702,2.259734,2.239239,1.887031,1.979340,1.954455,2.108743,1.579951,2
1.988579,2.258212,2.518372,2.453989,2.314639,2.098058,2.218583,1.997631,1.530801,2.278662,2.739934,2.650284,2.666121,1.950269,2.022632,2.011528,2.007154,1.556268,2.262753,2.633228,2.935111,2.818840,2.129945,2.007362,2.106733,2.041234,1.583042,2.505684,2.883169,2.799497,2.835428,1.910652,1.784892,1.861987,1.715278,1.339952,1.500644,1.895057,2.322328,2.188550,1.779427,1.500952,1.643070,1.517182,1.503527,2.690348,3.065348,2.805680,2.937306,2.236247,2.129299,2.172753,2.002714,1.588993,1.832760,2.220814,2.342918,2.282509,1.890093,1.431308,1.736217,1.716394,1.984324,2.061485,2.331183,2.514191,2.465251,2.048383,1.584821,1.880219,1.636627,1.336879,1.678081,1.940166,2.309691,2.212763,1.822071,1.900862,1.866815,1.864964,1.546740,2
1.359911,1.976833,1.783692,1.848307,2.029841,1.859741,1.938204,1.636989,1.414129,2.234114,2.535744,2.692704,2.626373,2.350723,1.996775,2.177183,1.636780,1.328830,1.840697,2.220716,2.368297,2.268209,1.661622,1.827296,1.794272,1.884624,1.529651,1.993912,2.202602,2.309807,2.264677,1.944975,1.850658,1.903612,1.819508,1.424267,1.683313,1.994977,2.113565,2.053718,1.845566,1.637291,1.717022,1.448696,1.351262,2.464762,2.628707,2.648339,2.665879,2.394690,2.120043,2.241081,1.818518,1.445737,2.109777,2.539413,2.702139,2.623741,2.470050,2.123411,2.309962,1.999343,1.885908,1.368666,1.697198,1.627329,1.685954,1.815634,1.405068,1.650752,1.339104,1.266725,1.492686,1.922809,1.828890,1.850858,1.634943,1.713888,1.646871,1.570350,1.407824,2
1.677780,2.026492,2.176090,2.088995,1.807730,2.299416,2.159536,1.985299,1.447490,2.121346,2.300673,2.038017,2.225131,2.095664,1.951977,2.024228,1.745699,1.494246,2.146995,2.432602,2.325505,2.386046,1.888021,2.039920,2.008068,1.908101,1.606890,1.939977,2.236367,1.992126,2.146266,2.044610,2.011583,2.019174,1.835854,1.370856,1.814497,1.973464,1.872762,1.942725,1.763870,1.798457,1.787430,1.684265,1.357280,2.003390,2.268596,2.092725,2.239332,2.197726,1.955852,2.057979,1.775241,1.546627,1.671566,1.840670,1.945529,1.952379,1.934971,1.983979,1.963043,1.837802,1.672484,1.961030,2.239278,1.773296,2.085098,1.365362,1.894529,1.770670,1.615536,1.221769,1.644485,1.927286,1.743654,1.842353,1.494052,1.868337,1.764344,1.833723,1.507182,2
1.660299,2.089116,2.046348,2.053570,1.998674,1.953622,1.980603,1.894750,1.595407,1.928206,2.289212,2.245032,2.264846,2.128834,2.093402,2.114624,1.948566,1.524819,1.894365,2.248055,2.096020,2.194584,1.838389,2.166040,2.071172,2.084902,1.564010,1.862305,2.084906,2.056010,2.100972,2.110528,2.166818,2.157596,2.112539,1.507554,1.689336,1.983313,2.165425,2.068474,1.485583,1.603175,1.552782,1.460045,1.257929,2.067526,2.276845,2.254287,2.286274,2.303286,2.213639,2.257818,2.082686,1.668925,1.808307,2.060250,2.200675,2.122740,1.928545,1.884607,1.886084,1.720527,1.640113,1.951812,2.109252,1.803466,2.014656,1.734227,1.860852,1.846731,1.978735,1.496940,1.832861,2.079068,1.987764,2.012485,1.644021,1.844602,1.789856,1.924780,1.508627,2
1.786230,1.957143,2.037532,1.979204,2.166074,2.544041,2.427471,2.417778,1.929019,1.949763,2.248099,2.409373,2.324907,1.784007,1.982293,1.936656,1.929005,1.614924,1.884123,2.001148,2.169191,2.090208,1.812633,2.245193,2.146473,2.193046,1.738639,2.008752,2.095500,2.052845,2.046971,1.927949,2.180251,2.126375,2.138012,1.635723,1.804495,2.015196,2.153479,2.090629,1.701176,1.751939,1.749820,1.605919,1.555797,2.096505,2.321685,2.286146,2.280928,1.839171,2.160365,2.097345,2.150454,1.747349,2.048284,2.277613,2.391422,2.348021,1.764905,1.798763,1.780372,1.580860,1.648619,1.642062,1.910906,1.785255,1.885520,2.189687,2.267138,2.232301,2.072433,1.675328,1.863718,2.063088,1.935404,1.982232,1.796435,1.859733,1.843764,2.007301,1.659363,2
1.953904,1.908201,1.942873,1.962759,1.633598,2.397884,2.247212,2.304162,1.740294,1.929461,2.119086,1.767012,2.019314,1.455604,1.891889,1.784188,1.897575,1.562403,1.740876,2.169501,2.036866,2.129869,1.915281,2.183460,2.109887,2.166086,1.607292,1.740096,2.173677,1.915680,2.058519,1.624312,1.990545,1.885762,1.995871,1.533819,1.860879,1.895781,1.839746,1.920508,1.564565,1.793929,1.720009,1.690634,1.539328,1.953477,2.104150,1.859913,2.034353,1.505726,2.018604,1.891404,2.039933,1.713460,2.023228,2.128572,1.837197,2.066197,1.444824,1.828653,1.727079,1.766664,1.749514,1.729878,2.081453,1.785685,1.994826,1.560834,1.913600,1.831170,1.884657,1.381636,2.078740,2.055652,1.835079,2.005885,1.592140,1.775930,1.679198,1.804828,1.544005,2
1.717090,1.843926,2.010491,1.900159,1.784319,1.511645,1.604178,1.433811,1.403569,1.924340,2.372937,2.302922,2.311048,1.655659,1.472149,1.611807,1.356002,1.354905,1.627663,2.017198,2.253747,2.150861,1.938954,1.540286,1.746091,1.426252,1.346367,1.736327,1.949110,2.056526,2.019613,1.771661,1.375718,1.542065,1.242978,1.296480,1.634164,1.967163,2.096420,2.026383,1.852573,1.293362,1.635462,1.083553,1.227958,1.977339,2.150312,2.140061,2.154279,1.744920,1.396240,1.602809,1.234540,1.597100,1.861543,2.406492,2.416967,2.379614,2.018901,1.574369,1.864803,1.539076,1.594733,1.538828,1.801656,1.881766,1.829630,1.496767,1.347975,1.418018,1.711105,1.364628,1.600966,1.860312,1.863183,1.856947,1.670263,1.690358,1.663071,1.808605,1.554996,2
1.811826,2.131239,1.958417,2.068544,2.255526,2.057602,2.070744,1.469214,1.283450,1.779817,2.234004,2.487765,2.355793,2.075219,1.880680,1.923203,1.294820,1.452395,1.781138,2.255469,2.326377,2.271704,2.171129,2.075379,2.065389,1.511677,1.443074,2.019290,2.423776,2.145012,2.287745,1.891387,1.966726,1.923288,1.639316,1.385569,1.596052,1.906116,2.153874,2.030797,2.023965,1.707297,1.821144,1.104977,1.173176,2.157441,2.538880,2.477368,2.476950,1.960328,1.959169,1.964473,1.685384,1.672388,1.988685,2.261375,2.297180,2.267851,2.016117,1.833277,1.904930,1.651154,1.634136,2.058597,2.389791,2.049717,2.249067,1.981027,1.891679,1.883185,1.546081,1.354137,1.920110,2.126587,1.917032,2.070543,2.164267,2.099843,2.050695,2.026597,1.549676,2
2.302001,2.384474,1.947343,2.268297,2.150375,2.056513,2.076818,1.945823,1.568667,2.234703,2.312328,2.587836,2.489476,2.075969,1.762766,1.918671,1.490054,1.516161,2.231244,2.424596,2.160529,2.365401,1.942397,1.965517,1.930037,1.661304,1.502049,2.130459,2.158036,1.963623,2.116375,1.873969,1.811136,1.849654,1.801277,1.472419,2.145043,2.120070,2.080718,2.142235,1.782187,1.766866,1.708908,1.354313,1.263867,2.263382,2.342560,2.432605,2.379131,2.052751,1.887178,1.966905,1.699395,1.671507,2.299684,2.234270,2.367956,2.338136,1.839157,1.722908,1.740868,1.568138,1.696750,2.152408,2.217629,2.015909,2.155112,1.774299,1.852915,1.826379,1.867418,1.429799,2.295468,2.419490,1.953554,2.282369,2.161566,2.156739,2.106339,1.872439,1.416766,2
1.620207,1.980444,2.289376,2.180410,1.761931,1.680463,1.730228,1.735143,1.596304,2.176572,2.176026,2.071655,2.172651,1.875239,1.855481,1.851702,1.688066,1.523124,1.776659,2.002233,2.123220,2.081789,1.969769,1.964932,1.937792,1.633755,1.569627,1.828463,1.969653,1.859308,1.952798,1.629313,1.938266,1.854671,1.983095,1.585706,1.772866,1.977537,2.001502,2.060472,1.600229,1.639730,1.602488,1.360777,1.312034,2.205768,2.176458,1.806179,2.077820,1.913806,2.019133,1.964576,1.930801,1.736755,2.036283,2.158218,2.285439,2.272144,1.900340,1.909111,1.845228,1.539290,1.560023,1.630209,1.971931,1.895532,1.940038,1.587380,1.693295,1.667165,1.831932,1.516486,1.569149,1.804077,2.038130,1.951228,1.543759,1.636017,1.591924,1.617575,1.382964,2
1.561312,1.906107,1.925183,1.880629,1.686830,2.002868,1.903548,1.957765,1.548411,2.033026,1.924660,1.707677,1.848814,1.815231,1.771071,1.787181,1.677976,1.320559,1.773657,1.936909,2.026790,1.987626,1.757152,1.983407,1.921096,1.925266,1.511351,1.689779,1.737219,1.477805,1.660113,1.788527,1.822483,1.820191,1.742177,1.393597,1.619373,1.746420,1.347625,1.627543,1.502364,1.813115,1.708232,1.726312,1.382515,2.051349,2.056812,1.762353,1.918806,1.904386,1.735633,1.808921,1.596586,1.479432,1.910101,1.860770,1.849577,1.900852,1.776757,1.914961,1.850245,1.832127,1.557802,1.637160,1.944394,1.705872,1.817388,1.654223,1.824539,1.778690,1.852846,1.459079,1.619454,1.687041,1.803828,1.713204,1.606540,1.841002,1.777145,1.898013,1.528797,2
2.278081,2.295213,2.063577,2.235429,1.831531,2.129485,2.051880,2.166828,1.702889,2.088259,2.187769,2.161361,2.213257,1.990382,1.593251,1.830867,1.580080,1.462565,2.605518,2.663076,2.423430,2.606624,1.956605,1.845790,1.925782,1.878256,1.636137,2.360856,2.590441,2.404119,2.520608,1.931800,1.853256,1.889946,1.706047,1.396085,1.921170,2.157022,2.091691,2.165085,1.577482,1.702904,1.700071,1.776716,1.490388,2.021478,2.239324,2.342589,2.323064,2.184877,1.794515,2.028209,1.762228,1.616465,1.843373,1.827780,2.162107,2.084140,1.751889,1.592437,1.673198,1.623609,1.747523,2.415384,2.603728,2.322034,2.490248,1.658513,1.949252,1.875172,1.940856,1.503060,2.150609,2.227401,1.732488,2.067359,1.869198,1.982442,1.941045,2.094222,1.627564,2
2.173427,2.314143,1.994223,2.212178,1.949876,2.081207,2.051425,2.170273,1.781138,2.229482,2.374509,1.968525,2.218530,1.960293,1.441859,1.754445,1.457215,1.510522,2.547516,2.642257,2.351297,2.541536,1.733093,1.807273,1.786531,1.885604,1.701824,2.381902,2.634305,2.335576,2.503932,1.719742,1.884426,1.797481,1.887153,1.714644,2.012876,2.253188,1.997496,2.165854,1.432660,1.647405,1.594737,1.584680,1.336626,2.233293,2.469654,2.169938,2.342899,2.123349,1.785456,1.962757,1.763518,1.818415,2.044219,2.144846,2.101464,2.154664,1.865411,1.878550,1.849727,1.653178,1.739634,2.362108,2.600867,2.252402,2.463556,1.745310,1.918685,1.867437,1.952311,1.651758,2.044835,2.248360,1.786866,2.091921,1.965905,1.936579,1.963050,1.977934,1.607090,2
1.539576,2.203854,2.064996,2.109046,2.239793,2.380176,2.363213,2.379024,1.739904,2.212198,2.341721,2.155681,2.271437,1.937272,1.502843,1.769564,1.731228,1.508430,2.003720,2.321884,2.237475,2.259575,2.038186,1.763321,1.906274,1.867705,1.576079,1.693283,2.131167,2.076713,2.089530,1.524531,1.518145,1.538175,1.515824,1.425107,1.847550,2.129010,1.987087,2.067568,1.815739,1.604446,1.700010,1.629386,1.366431,2.135872,2.230391,2.026802,2.152104,1.281947,1.470537,1.417886,1.588894,1.693618,2.156716,2.265097,1.969171,2.178544,1.988017,1.550580,1.797786,1.544864,1.663163,1.674526,2.271207,2.092215,2.163320,1.989974,1.889503,1.970386,1.952552,1.533196,1.538072,2.020008,1.921220,1.962003,2.302058,2.199094,2.239680,2.140330,1.572160,2
1.777520,1.835414,1.776260,1.854615,2.298221,2.262433,2.268179,2.222245,1.727913,2.164753,2.300355,2.435477,2.402655,2.473702,2.408450,2.380016,2.008193,1.606401,1.993303,2.153780,2.369896,2.293214,2.335443,2.450866,2.374536,2.373355,1.788727,1.724746,1.859614,2.211969,2.095608,2.429564,2.278372,2.285050,1.643193,1.269019,1.799945,1.921475,2.166859,2.099716,2.319905,2.338130,2.304562,2.335865,1.794293,2.129763,2.161785,2.206587,2.236256,2.434434,2.342387,2.320807,1.706394,1.561590,2.106362,2.186481,2.192808,2.238683,2.403846,2.468131,2.391809,2.440737,2.007185,1.749125,1.894771,1.849753,1.918445,2.372287,2.356380,2.334633,2.199098,1.647553,1.617624,1.780535,1.795446,1.823114,2.185751,2.109269,2.126243,2.097454,1.632603,2
1.427300,1.922639,1.803349,1.865033,2.407333,2.596995,2.516121,2.581916,1.952519,1.882128,2.109413,2.296423,2.249051,2.192326,2.323424,2.215909,1.969180,1.604074,1.661436,1.671767,1.857427,1.821114,2.134727,2.388628,2.286887,2.418343,1.865208,1.539327,1.759159,1.783660,1.817409,2.165322,2.136048,2.084505,1.857002,1.442170,1.603650,1.863189,1.856855,1.892454,2.158088,2.088619,2.112967,2.128633,1.595584,1.797581,2.029491,2.206967,2.174171,2.163096,2.284406,2.179035,1.907981,1.596034,1.869732,2.086091,2.175023,2.177685,2.170301,2.250790,2.164709,2.143229,1.830042,1.583270,1.961241,1.662430,1.856788,2.360574,2.447246,2.390644,2.327032,1.705786,1.193970,1.815453,1.580121,1.726422,2.188607,2.215553,2.181812,2.140959,1.631321,2
2.281994,2.447411,2.043920,2.311488,2.268291,2.612379,2.495535,2.597552,1.983724,2.011020,2.205572,2.327113,2.281609,1.604365,1.650375,1.587955,1.789948,1.547963,1.931683,2.294675,2.246385,2.267053,2.048096,1.971974,1.971561,1.987891,1.678633,1.939477,2.203802,2.347269,2.277308,2.028387,1.759821,1.899239,1.883767,1.549837,2.273303,2.405704,2.123688,2.324309,1.907256,1.769211,1.819018,1.643265,1.370556,2.273509,2.388988,2.511306,2.465848,2.007293,1.807561,1.893874,1.942543,1.644864,2.574952,2.721354,2.280469,2.587327,1.783418,1.661495,1.693161,1.669395,1.682876,2.089689,2.285486,2.021000,2.174957,2.080949,2.159308,2.115803,2.115247,1.709062,1.941571,2.103860,1.766040,2.011245,1.825276,2.084555,2.005109,2.187428,1.692637,2
2.443650,2.621677,2.468755,2.567268,2.268419,2.394955,2.368786,2.240554,1.756786,2.416632,2.908330,2.842653,2.853468,2.148534,1.655259,1.964763,1.625225,1.421741,2.654065,2.956115,2.818647,2.912491,2.371859,1.899424,2.185942,1.744096,1.517642,2.545805,2.986164,2.841517,2.908309,2.522755,1.885821,2.304558,1.674272,1.397319,2.049845,2.386160,2.260070,2.342168,1.842067,1.502313,1.682349,1.682405,1.492181,2.498848,2.929204,2.773616,2.840091,2.383595,1.797936,2.173455,1.658987,1.454118,2.251963,2.657334,2.499347,2.571547,2.018843,1.647995,1.857980,1.761133,1.683291,2.470597,2.845673,2.643568,2.747114,2.319331,1.866796,2.166207,1.905660,1.581850,2.052571,1.995852,1.646392,1.897786,1.903236,2.200743,2.110525,2.209339,1.749649,2
2.627039,2.782366,2.559506,2.702114,2.577894,2.455033,2.472476,1.998352,1.658779,2.700829,2.960839,2.851398,2.892380,2.419044,2.120259,2.246997,1.672936,1.279359,2.887901,3.062753,2.861062,2.985729,2.711172,2.333253,2.499873,1.881451,1.533050,2.749516,3.111474,2.928703,3.017732,2.655253,2.274333,2.473179,1.890384,1.372059,2.461322,2.578359,2.333777,2.488285,2.568837,2.551825,2.503262,2.077521,1.605307,2.788516,3.062323,2.829789,2.952203,2.532148,2.167786,2.361252,1.952436,1.528497,2.417228,2.615187,2.475175,2.534729,2.439013,2.378774,2.346602,1.956683,1.796013,2.609602,2.984113,2.819729,2.893366,2.531998,2.331346,2.404054,1.858787,1.436406,2.296854,2.389579,1.950948,2.258112,2.408178,2.438658,2.389294,2.199219,1.791030,2
2.277977,2.320374,2.293310,2.311636,2.294325,1.855276,2.097877,1.898117,1.703788,2.391375,2.480449,2.518372,2.507278,2.547088,2.276925,2.387736,1.784067,1.316260,2.383188,2.586604,2.432052,2.502756,2.599616,2.282748,2.410590,1.927465,1.578672,2.197514,2.632755,2.579618,2.572884,2.576436,2.219970,2.386832,1.741869,1.401272,1.873328,1.934104,1.986366,1.977986,2.173163,2.176422,2.154655,1.878439,1.479625,2.436651,2.651912,2.543151,2.581677,2.636157,2.316102,2.448238,1.773353,1.548499,2.127816,2.041094,2.245243,2.176316,2.225917,2.186124,2.194995,1.897419,1.767380,1.845392,2.410456,2.497474,2.416114,2.314627,1.919820,2.128145,1.799171,1.555543,2.035724,2.130994,2.018895,2.119705,2.013858,2.042204,2.031743,1.959480,1.577926,2
1.819951,2.154810,2.583442,2.444291,2.579049,2.118809,2.404323,1.990744,1.572289,1.840696,2.539784,2.769356,2.614623,2.315137,2.051789,2.190274,1.888154,1.478526,2.029268,2.553124,2.825316,2.692157,2.693085,2.135141,2.468389,1.980900,1.650052,1.913526,2.417501,2.762383,2.602228,2.559266,2.156643,2.391122,1.977183,1.471883,1.644605,2.048818,2.061409,2.046111,2.102218,1.801466,1.959167,1.662396,1.463854,1.820589,2.504457,2.761889,2.593558,2.505421,2.168783,2.357285,2.018954,1.632526,1.821442,2.266389,2.427725,2.321210,1.789525,1.940436,1.905832,1.935997,1.803536,1.169954,1.943299,2.699584,2.496869,2.551292,2.178879,2.397607,1.990972,1.490894,1.691511,1.754373,2.129747,2.046160,2.346081,1.923077,2.183458,1.858130,1.496043,2
1.430588,2.171532,2.621782,2.446802,2.647259,2.561903,2.584773,2.252166,1.515101,2.105420,2.541715,2.830765,2.690856,1.867567,1.819674,1.890832,1.847266,1.582562,1.918105,2.579298,2.969046,2.789570,2.620797,2.071687,2.405380,1.952001,1.664273,2.273481,2.580311,2.829725,2.713306,2.283112,1.963253,2.166051,1.901141,1.475116,1.771343,2.077113,2.359325,2.260560,2.014768,1.773117,1.896967,1.611292,1.465350,2.372436,2.685981,2.842935,2.747118,2.076969,1.900603,2.028622,1.835117,1.660478,2.006097,2.141630,2.530657,2.415526,1.855195,1.660729,1.787647,1.764917,1.798901,1.722335,2.228350,2.694347,2.533844,2.512551,2.383862,2.435884,2.159575,1.495681,1.535454,1.680311,2.197277,2.044729,2.435931,2.310936,2.365119,1.904015,1.360678,2
2.239327,2.416070,2.398595,2.415486,2.650526,2.566810,2.598767,2.281860,1.813734,2.263071,2.735985,2.902439,2.804096,2.309650,1.858968,2.112550,1.589878,1.368998,2.487410,2.914000,2.921665,2.886415,2.500538,2.069104,2.295532,1.739895,1.402445,2.686370,2.877350,2.714873,2.812531,2.248692,1.843054,2.075567,1.629460,1.392445,1.868115,2.350894,2.432639,2.362156,2.226823,1.894601,2.028105,1.734909,1.392011,2.648787,2.847786,2.791024,2.821578,2.117194,1.847118,1.992493,1.620122,1.571121,1.934726,2.446203,2.653016,2.559666,2.306668,1.899567,2.107838,1.684550,1.623255,2.346035,2.492604,2.430495,2.487088,2.425532,2.283326,2.342997,1.932355,1.418678,1.817088,2.340912,2.176167,2.247308,2.246736,2.187326,2.227889,2.251247,1.823922,2
2.329418,2.517871,2.334886,2.445791,2.425612,2.163614,2.321494,2.252166,1.940436,2.423211,2.855251,2.895926,2.845933,2.423947,2.103736,2.221010,1.396131,1.337792,2.577976,2.757827,2.660685,2.718487,2.467535,1.982309,2.223686,1.197479,1.304426,2.760039,2.930316,2.537748,2.811588,2.269614,1.750480,2.025476,1.311140,1.362631,2.274637,2.465207,2.249584,2.399798,2.210155,1.861103,2.002251,1.552120,1.298491,2.745986,2.965079,2.816645,2.895494,2.096217,1.998259,2.004599,1.559083,1.468058,2.418776,2.609622,2.654938,2.651867,2.339094,2.148304,2.213001,1.825691,1.587064,2.331456,2.609836,2.334589,2.519191,2.358057,1.913831,2.178308,1.779694,1.534868,1.710973,2.167104,2.043122,2.107152,2.209524,1.985530,2.103220,2.264378,1.897991,2
1.633552,2.017440,1.823761,1.895931,1.931669,2.023057,2.026990,2.128551,1.730356,2.242352,2.652342,2.475769,2.563411,2.028006,2.066646,1.996463,1.675137,1.658420,2.004426,2.297161,2.121502,2.201615,1.727544,1.962893,1.871764,1.783185,1.705003,1.941140,2.178232,1.844558,2.069103,1.855776,1.815627,1.824100,1.705042,1.622445,1.624843,2.130086,2.129078,2.099094,1.554946,1.674740,1.607743,1.716650,1.471198,2.164898,2.544603,2.360533,2.450845,1.988404,1.967638,1.947950,1.652956,1.712948,1.902117,2.395981,2.512388,2.450382,2.024488,2.023232,1.990257,1.793004,1.594256,1.554927,1.765952,1.722013,1.792658,1.910884,1.717215,1.793984,1.776992,1.532766,1.777659,1.874330,1.616799,1.766867,1.489887,1.661446,1.603358,1.897283,1.515811,2
2.292926,2.362388,2.219898,2.312380,1.976071,2.135169,2.122918,2.136728,1.750810,2.648422,2.884080,2.525485,2.753232,1.782519,1.862838,1.830798,1.709149,1.624420,2.722961,2.706017,2.326866,2.598258,2.145187,2.075909,2.127626,1.914583,1.756320,2.404744,2.519857,2.125251,2.394983,1.948312,1.849110,1.906036,1.829786,1.666061,2.198925,2.177382,2.001461,2.120691,1.655336,1.661531,1.670915,1.729416,1.553074,2.604027,2.850441,2.538695,2.706442,1.656468,1.810567,1.750894,1.697085,1.674692,2.254182,2.466488,2.253828,2.384706,1.573836,1.792479,1.739137,1.779554,1.657508,2.322436,2.395015,2.255132,2.354345,2.084268,1.844670,1.991565,1.990724,1.681082,2.178991,2.065384,2.197627,2.193807,1.862039,1.855509,1.893657,1.917111,1.594745,2
